"Key","Value"
102288,0.0057
102289,0.0124
102290,0.0383
102291,0.0171
102292,0.0112
102293,0.0341
102294,0.0418
102295,0.057
102296,0.1098
102297,0.0462
102298,0.0441
102299,0.0467
102300,0.1212
102301,0.0889
102302,0.0796
102303,0.0503
102304,0.0776
102305,0.1061
102306,0.1721
102307,0.0834
102308,0.044
102309,0.084
102310,0.1542
102311,0
102312,0.0373
102313,0.0103
102314,0.0206
102315,0.0035
102316,0.0327
102317,0.0343
102318,0.083
102319,0.028
102320,0.0245
102321,0.0507
102322,0.0445
102323,0.5174
102324,0.1963
102325,0.4124
102326,0.4853
102327,0.2273
102328,0.1284
102329,0.0248
102330,0.0226
102331,9e-04
102332,1e-04
102333,8e-04
102334,0.0019
102335,6e-04
102336,4e-04
102337,0.0012
102338,0.0012
102339,2e-04
102340,0.0013
102341,0.001
102342,0.002
102343,0.0039
102344,4e-04
102656,0.0015
102657,0.0148
102658,0.0141
102659,0.0158
102660,0.029
102661,0.0039
102662,0.0057
102663,0.0132
102664,0.0251
102665,0.0469
102666,0.1131
102667,0.0748
102668,0.0629
102669,0.0454
102670,0.0823
102671,0.0776
102672,0.0497
102673,0.0444
102674,0.0453
102675,0.0636
102676,0.0544
102677,0.0687
102678,0.1523
102679,0.1678
102680,0.0524
102681,0
102682,0.0314
102683,0.0265
102684,0.0211
102685,0.0321
102686,0.0515
102687,0.0323
102688,0
102689,0.0651
102690,0.0637
102691,0.0385
102692,0.2475
102693,0.4487
102694,0.3936
102695,0.6812
102696,0.4826
102697,0.3349
102698,0.0352
102699,0.0696
102700,0.0729
102701,0.0295
102702,0
102703,0
102704,0
102705,5e-04
102706,8e-04
102707,0
102708,3e-04
102709,5e-04
102710,7e-04
102711,6e-04
102712,2e-04
103033,1e-04
103034,0.0039
103035,0.0077
103036,0.0113
103037,0.0154
103038,0.0207
103039,0.0222
103040,0.0066
103041,0.0049
103042,0.0036
103043,0.0467
103044,0.0863
103045,0.0961
103046,0.0698
103047,0.0497
103048,0.0576
103049,0.1237
103050,0.1016
103051,0.0591
103052,0.0867
103053,0.07
103054,0.0989
103055,0.2373
103056,0.2987
103057,0.2783
103058,0.049
103059,0
103060,0.0265
103061,0
103062,0.0247
103063,0
103064,0
103065,0
103066,0
103067,0.0807
103068,0.0701
103069,0.0653
103070,0.2065
103071,0.1563
103072,0.1167
103073,0.8552
103074,0.4776
103075,0.162
103076,0.024
103077,0.0407
103078,0.0677
103079,0.0217
103080,1e-04
103081,0
103082,0
103083,0
103084,0
103085,3e-04
103086,7e-04
103087,0
103088,0
103089,1e-04
103090,4e-04
103091,6e-04
103092,4e-04
103093,0
103402,6e-04
103403,5e-04
103404,2e-04
103405,0.0042
103406,0.0086
103407,0.0132
103408,0.0245
103409,0.0162
103410,1e-04
103411,0.0068
103412,0.0267
103413,0.0846
103414,0.0343
103415,0.0823
103416,0.0774
103417,0.0268
103418,0.0708
103419,0.0931
103420,0.1409
103421,0.1218
103422,0.1007
103423,0.1024
103424,0.0756
103425,0
103426,0.2087
103427,0.2545
103428,0
103429,0
103430,0
103431,0.0256
103432,0.0275
103433,0.0256
103434,0
103435,0
103436,0
103437,0.0534
103438,0.0602
103439,0.0454
103440,0.1282
103441,0.127
103442,0.1036
103443,0.1729
103444,0.1666
103445,0.0369
103446,0.0089
103447,0.0113
103448,0.081
103449,0.0415
103450,0.0268
103451,3e-04
103452,0
103453,0
103454,1e-04
103455,2e-04
103456,0.0011
103457,5e-04
103458,4e-04
103459,0
103460,7e-04
103461,6e-04
103757,0.0013
103758,0
103759,7e-04
103760,0.0041
103761,0.0049
103762,0.0139
103763,0.0265
103764,0.0398
103765,0.0089
103766,0.0105
103767,0.0156
103768,0.0159
103769,0.0495
103770,0.1301
103771,0.187
103772,0.1429
103773,0.1129
103774,0.0939
103775,0.1313
103776,0.085
103777,0.0886
103778,0.1205
103779,0.0618
103780,0
103781,0
103782,0
103783,0
103784,0
103785,0.0301
103786,0
103787,0
103788,0
103789,0
103790,0.0276
103791,0
103792,0.0527
103793,0.1104
103794,0.1261
103795,0.0762
103796,0.077
103797,0.1042
103798,0.1365
103799,0.1624
103800,0.0537
103801,0
103802,0.0295
103803,0.0514
103804,0.064
103805,0.0018
103806,0
103807,0
103808,0
103809,0
103810,0
103811,0
103812,0
103813,1e-04
103814,0.0011
103815,9e-04
103816,0.0012
103817,3e-04
103818,8e-04
103819,5e-04
104111,0.0029
104112,0.001
104113,0.002
104114,0.0025
104115,0.0042
104116,0.0134
104117,0.0384
104118,0.0193
104119,0.0179
104120,0.0189
104121,0.0278
104122,0.0188
104123,0.0624
104124,0.0749
104125,0.1646
104126,0.1713
104127,0.0763
104128,0.0229
104129,0.0333
104130,0.1226
104131,0.0364
104132,0
104133,0.0264
104134,0.03
104135,0
104136,0.0251
104137,0
104138,0
104139,0
104140,0
104141,0
104142,0
104143,0
104144,0.027
104145,0
104146,0.1533
104147,0.3525
104148,0.4371
104149,0.5697
104150,0.7992
104151,0.7982
104152,0.1782
104153,0.0556
104154,0.0354
104155,0
104156,0
104157,0
104158,0
104159,0.0775
104160,0
104161,0
104162,0
104163,0
104164,0
104165,0
104166,0
104167,0
104168,0
104169,0
104170,6e-04
104171,9e-04
104172,7e-04
104460,7e-04
104461,0.004
104462,0.0016
104463,0.0035
104464,0.0106
104465,0.0127
104466,0.0138
104467,0.0135
104468,0.0125
104469,0.0388
104470,0.0515
104471,0.031
104472,0.0726
104473,0.1146
104474,0.1916
104475,0.26
104476,0.2413
104477,0.2774
104478,0.186
104479,0.0254
104480,0
104481,0.0668
104482,0.07
104483,0.0416
104484,0.0482
104485,0.0535
104486,0.0529
104487,0.0294
104488,0.0656
104489,0.0512
104490,0
104491,0
104492,0
104493,0.1288
104494,1.4195
104495,1.11
104496,0.833
104497,0.5078
104498,0.5452
104499,0.1663
104500,0.2067
104501,0.0824
104502,0.1536
104503,0.0474
104504,0
104505,0
104506,0
104507,0
104508,0
104509,0
104510,0
104511,0
104512,0
104513,0
104514,0
104515,0
104516,0
104517,0
104518,0
104519,0.0016
104520,5e-04
104789,5e-04
104790,0.0046
104791,0.003
104792,0.0072
104793,0.0143
104794,0.0195
104795,0.0127
104796,0.0076
104797,0.0081
104798,0.0244
104799,0.0323
104800,0.0363
104801,0.058
104802,0.0435
104803,0.0999
104804,0.1575
104805,0.1232
104806,0.3787
104807,0.1153
104808,0.0433
104809,0.0982
104810,0.2079
104811,0.0829
104812,0.0386
104813,0.0448
104814,0.0754
104815,0.073
104816,0.0841
104817,0.1544
104818,0.1587
104819,0
104820,0.2978
104821,0.9324
104822,0.9982
104823,0.9413
104824,0.8064
104825,0.5306
104826,0.2095
104827,0.1658
104828,0.3406
104829,0.997
104830,0.1293
104831,0.0503
104832,0.0351
104833,0.0302
104834,0
104835,0
104836,0
104837,0.0256
104838,0
104839,0
104840,0
104841,0
104842,0
104843,0
104844,0
104845,0
104846,0
104847,0
104848,0
104849,0.0018
105123,1e-04
105124,2e-04
105125,0.0022
105126,0.0027
105127,0.0043
105128,0.0139
105129,0.0307
105130,0.0272
105131,0.0168
105132,0.0396
105133,0.0511
105134,0.0437
105135,0.0315
105136,0.0471
105137,0.109
105138,0.0482
105139,0.0395
105140,0.0763
105141,0.0686
105142,0.0984
105143,0.1366
105144,0.2635
105145,0.5614
105146,0.5217
105147,0.0564
105148,0.0316
105149,0.0536
105150,0.0684
105151,0.0766
105152,0.1544
105153,0.1568
105154,0.2022
105155,0.5091
105156,0.7879
105157,0.315
105158,0.227
105159,0.3747
105160,0.3357
105161,0.3063
105162,0.1869
105163,0.6756
105164,0.5293
105165,0.0294
105166,0.0284
105167,0.0281
105168,0.0342
105169,0
105170,0
105171,0
105172,0.0249
105173,0
105174,0
105175,0
105176,0
105177,0
105178,0
105179,0
105180,0
105181,0
105182,0
105183,0
105455,1e-04
105456,0.0014
105457,2e-04
105458,0.001
105459,3e-04
105460,0.0033
105461,0.0026
105462,0.0181
105463,0.0383
105464,0.0271
105465,0.0485
105466,0.0937
105467,0.0949
105468,0.1067
105469,0.1057
105470,0.1359
105471,0.0772
105472,0.066
105473,0.0994
105474,0.1832
105475,0.1883
105476,0.2557
105477,0.3809
105478,0.632
105479,0.4994
105480,0.0399
105481,0.0468
105482,0.0654
105483,0.066
105484,0.0296
105485,0.0626
105486,0.1171
105487,0.2065
105488,0.3524
105489,0.9858
105490,0
105491,0.7029
105492,0.3136
105493,0.4138
105494,0.6928
105495,0.4769
105496,0.7037
105497,0.0672
105498,0
105499,0.0386
105500,0.0393
105501,0.0431
105502,0.037
105503,0
105504,0
105505,0.0262
105506,0
105507,0
105508,0
105509,0
105510,0
105511,0
105512,0
105513,0
105514,0
105788,5e-04
105789,7e-04
105790,0.0039
105791,0.0185
105792,0.0282
105793,0.0333
105794,0.0355
105795,0.04
105796,0.0203
105797,0.0025
105798,0.0014
105799,0.0554
105800,0.1282
105801,0.1012
105802,0.0973
105803,0.1009
105804,0.3472
105805,0.3623
105806,0.5574
105807,0.1656
105808,0.0486
105809,0.0782
105810,0.096
105811,0.0874
105812,0.0608
105813,0.0474
105814,0.0254
105815,0.1158
105816,0.2905
105817,0.6885
105818,0.5322
105819,0.4055
105820,0.3373
105821,0.3938
105822,0.5018
105823,0.3265
105824,0.1865
105825,0
105826,0.0247
105827,0.0272
105828,0
105829,0.0509
105833,0
105834,0
105835,0
105836,0
105837,0
105838,0
105839,0
105840,0
106129,0.015
106130,0.0307
106131,0.0085
106132,0.0127
106133,0
106134,0
106135,0.0295
106136,0
106137,0.0605
106138,0.2014
106139,0.3188
106140,0.2735
106141,0.0942
106142,0.0618
106143,0.0761
106144,0.0929
106145,0.0953
106146,0.1127
106147,0.0907
106148,0.0802
106149,0.0885
106150,0.1415
106151,0.287
106152,0.3308
106153,0.324
106154,0.1243
106155,0.2881
106156,0.2417
106157,0.1552
106158,0.0406
106159,0
106160,0
106161,0
106162,0
106163,0
106164,0
106168,0
106173,0
106174,0
106175,0
106468,0.0388
106469,0
106470,0
106471,0
106472,0
106473,0
106474,0
106475,0.0365
106476,0.1134
106477,0
106478,0.0459
106479,0.0411
106480,0.5537
106481,0.7362
106482,0.3937
106483,0.1317
106484,0.1308
106485,0.139
106486,0.2382
106487,0.2352
106488,0.1118
106489,0.186
106490,0.2136
106491,0.2661
106492,0.2697
106493,0.1697
106494,0.1386
106495,0.1179
106496,0
106497,0
106498,0
106499,0
106500,0
106501,0.0321
106796,0
106797,0
106798,0
106799,0
106800,0
106801,0
106802,0
106803,0
106804,0
106805,0
106806,0
106807,0.3199
106808,0.687
106809,1.1004
106810,0.5485
106811,0.147
106812,0.1541
106813,0.1721
106814,0.293
106815,0.1057
106816,0.1596
106817,0.4002
106818,0.4205
106819,0.6354
106820,0.5195
106821,0.1425
106822,0.1116
106823,0.0528
106824,0
106825,0
106826,0
106828,0
107117,0
107118,0
107119,0
107120,0
107121,0
107122,0
107123,0
107124,0
107125,0
107126,0
107127,0
107128,0.0606
107129,0.274
107130,0.0879
107131,0.0689
107132,0
107133,0.107
107134,0.1038
107135,0.0888
107136,0.0755
107137,0.0708
107138,0.138
107139,0.2529
107140,0.3343
107141,0.6244
107142,0.0688
107143,0
107144,0
107145,0
107146,0
107426,0.0299
107427,0
107428,0
107429,0
107430,0
107431,0
107432,0
107433,0
107434,0
107435,0
107436,0
107437,0.0423
107438,0
107439,0.0353
107440,0
107441,0
107442,0
107443,0
107444,0.0405
107445,0.0869
107446,0.0738
107447,0.1118
107448,0.2655
107449,0.0516
107450,0.0651
107451,0
107721,0
107722,0
107723,0
107724,0
107725,0
107726,0
107727,0
107728,0
107729,0
107730,0
107731,0
107732,0
107733,0
107734,0.0339
107735,0
107736,0
107737,0.0945
107738,0.1971
107739,0
108014,0
108015,0
108016,0
108017,0
108018,0
108019,0
108020,0
108021,0
108022,0
108023,0
108024,0.0437
108025,0.0615
108026,0
108309,0
108310,0
108311,0
108312,0
108313,0
108314,0
108315,0
108316,0
108317,0.0275
108318,0.0345
108583,0
108584,0
108585,0
108586,0
108587,0
108588,0
108840,0
108841,0.0351
108842,0
108843,0
108844,0
108845,0
108846,0
109113,0.1024
109398,0
109666,0
109667,0
109668,0
109669,0
109931,0
109932,0
110723,0.0306
