"Key","Value"
806,2326.742
807,1181.133
808,1850.145
809,2551.72
810,1113.047
811,2427.39
812,1761.338
813,3312.499
814,2764.857
815,1068.644
816,2548.76
817,0
818,3268.096
819,0
820,3984.472
821,0
822,3516.755
823,0
824,0
825,0
826,0
827,2338.583
828,4019.995
829,1663.65
830,3389.465
831,2270.498
832,3422.028
833,5358.02
834,2764.857
835,1749.497
836,2824.061
837,2445.151
838,4289.376
839,2072.162
840,4683.087
841,2063.282
842,914.712
843,2918.789
844,1699.173
845,5017.593
846,3235.533
847,2590.203
848,1962.634
849,1272.9
850,1290.661
851,1950.793
852,2223.134
853,2954.311
854,3265.136
855,1731.736
856,2246.816
857,2134.327
858,2069.202
859,3111.204
860,2676.05
861,3019.436
862,1417.951
863,0
1981,0
1982,0
1983,0
1984,0
1985,2776.697
1986,0
1987,0
1988,2001.117
1989,2465.873
1990,713.416
1991,1323.224
1992,2137.287
1993,1764.298
1994,1269.939
1995,1634.048
1996,4200.569
1997,2229.055
1998,5816.856
1999,2939.51
2000,3152.647
2001,3223.692
2002,2004.077
2003,1773.179
2004,3238.494
2005,2012.958
2006,1631.088
2007,2507.316
2008,1571.883
2009,1607.406
2010,3940.069
2011,1622.207
2012,864.388
2013,3247.374
2014,1453.474
2015,3146.726
2016,3096.403
2017,2282.339
2018,1820.543
2019,2812.22
2020,2048.48
2021,2264.577
2022,2921.749
2023,1796.861
2024,3445.71
2025,0
2026,0
2027,2306.021
2028,3673.648
2029,0
2030,0
2031,2323.782
2032,2190.572
2033,1358.746
2034,1613.326
2035,2655.328
2036,3555.238
2037,1160.411
2038,3099.363
2039,3149.687
2040,2812.22
2041,763.74
2042,1370.587
2043,4096.961
2044,6494.749
2045,4242.012
2046,3789.097
2047,2954.311
2048,3667.727
2049,2166.89
2050,0
2051,3348.022
2052,1696.213
2053,2983.914
2054,3244.414
2055,5363.94
2056,3262.175
2057,4138.404
2058,3880.864
2059,0
2060,5707.327
2061,3951.91
2062,1971.514
2063,3200.011
2064,2320.822
2065,1432.752
2066,2563.561
2067,1012.399
2068,2824.061
2069,5677.725
2070,4709.729
2071,38.483
2072,5636.281
2073,6989.107
2074,4215.37
2075,3010.556
2076,3075.681
2077,4745.252
2078,4656.445
2079,3960.79
2080,2903.987
2081,4117.682
2082,2104.725
2083,2764.857
2084,2439.231
2085,3389.465
2086,1808.702
2087,3137.846
2088,938.393
2089,1817.582
2090,2385.947
2091,3664.767
2092,1474.195
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,1462.355
2419,2060.321
2420,840.706
2421,1873.827
2422,2078.083
2423,2267.538
2424,2184.651
2425,3126.005
2426,2362.265
2427,0
2428,0
2429,3670.687
2430,0
2431,4703.808
2432,4807.417
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,1124.888
2442,0
2443,1983.355
2444,3043.118
2445,1595.565
2446,1583.724
2447,3830.54
2448,1047.922
2449,3981.512
2450,2536.919
2451,2886.226
2452,2320.822
2453,2838.862
2454,2738.214
2455,2753.016
2456,3114.164
2457,3140.806
2458,2001.117
2459,3504.914
2460,2886.226
2461,2758.936
2462,2430.35
2463,2480.674
2464,2282.339
2465,1856.065
2466,2039.6
2467,2613.885
2468,3620.364
2469,4727.49
2470,7006.869
2471,3528.596
2472,2747.095
2473,1539.321
2474,1462.355
2475,1468.275
2476,4446.268
2477,2667.169
2478,2160.969
2479,1737.656
2480,1808.702
2481,2486.595
2482,2986.874
2483,1237.377
2484,1568.923
2485,1098.246
2486,1651.809
2487,1033.121
2488,2593.163
2489,1512.678
2490,947.274
2491,1367.627
2492,885.109
2493,911.751
2494,2427.39
2495,1879.747
2496,0
2497,1533.4
2498,0
2499,0
2500,1228.496
2501,2628.686
2502,1400.19
2503,1009.439
2504,1210.735
2505,1175.212
2506,2072.162
2507,1456.434
2508,2374.106
2509,1385.388
2510,2113.606
2511,1314.343
2512,1332.104
2513,1731.736
2514,2314.901
2515,1412.031
2516,2483.635
2517,1190.013
2518,1284.741
2519,976.877
2520,938.393
2521,2187.611
2522,2347.464
2523,2122.486
2524,1187.053
2525,1764.298
2526,1468.275
2527,1488.997
2528,825.905
2529,988.717
2530,775.581
2531,1527.48
2532,1447.553
2533,1092.326
2534,944.314
2535,828.865
2536,3099.363
2537,2634.606
2538,2676.05
2539,1577.804
2540,4683.087
2541,2465.873
2542,1802.781
2543,1429.792
2544,3049.039
2545,1672.531
2546,2607.964
2547,2131.367
2548,2563.561
2549,1539.321
2550,1977.435
2551,2234.975
2552,1477.156
2553,2311.941
2554,2326.742
2555,4789.655
2556,2918.789
2557,2989.834
2558,2243.856
2559,2903.987
2560,3777.256
2561,1891.588
2562,3200.011
2563,2874.385
2564,3543.398
2565,5224.809
2566,0
2567,0
2568,3362.823
2569,2187.611
2570,0
2571,3043.118
2572,4496.592
2573,4674.206
2574,2640.527
2575,3439.789
2576,3940.069
2577,1941.912
2578,2800.379
2579,4490.672
2580,3043.118
2581,2889.186
2582,3430.909
2583,3792.057
2584,2832.942
2585,3555.238
2586,2516.197
2587,2125.446
2588,2048.48
2589,2850.703
2590,2113.606
2591,2548.76
2592,2243.856
2593,2160.969
2594,3010.556
2595,0
2596,0
2597,4132.484
2598,2708.612
2599,2163.929
2600,2625.726
2601,1480.116
2602,1299.542
2603,2530.998
2604,2303.06
2605,1933.031
2606,3490.113
2607,2862.544
2608,1169.292
2609,1607.406
2610,2160.969
2611,2371.146
2612,0
2613,0
2614,0
2615,0
2616,0
2617,2439.231
2618,1808.702
2619,2048.48
2620,3306.579
2621,2320.822
2622,3001.675
2623,1785.02
2624,2536.919
2625,1198.894
2626,2643.487
2627,2137.287
2628,0
2629,3235.533
2630,0
2631,979.837
2632,0
2633,4034.796
2634,1483.076
2635,4144.325
2636,1711.014
2637,3472.352
2638,1696.213
2639,1998.156
2640,1687.332
2641,3117.124
2642,1228.496
2643,1622.207
2644,2945.431
2645,1989.276
2646,1876.787
2647,1462.355
2648,1335.065
2649,1414.991
2650,834.785
2651,2575.402
2652,5138.962
2653,2818.141
2654,5556.355
2655,2045.52
2656,3099.363
2657,2160.969
2658,3590.761
2659,3019.436
2660,3889.745
2661,0
2662,0
2663,2498.436
2664,994.638
2665,1524.519
2666,2474.754
2667,1148.57
2668,2936.55
2669,3374.664
2670,3504.914
2671,3729.892
2672,2519.157
2673,1927.111
2674,2294.18
2675,2880.306
2676,1560.042
2677,1580.764
2678,2862.544
2679,1560.042
2680,1773.179
2681,743.018
2682,1506.758
2683,1494.917
2684,1414.991
2685,2317.862
2686,2474.754
2687,3620.364
2688,1619.247
2689,950.234
2690,1036.081
2691,1577.804
2692,1409.07
2693,1044.962
2694,1042.002
2695,1299.542
2696,864.388
2697,674.933
2698,985.757
2699,973.916
2700,1113.047
2701,864.388
2702,769.66
2703,1616.287
2704,1918.23
2705,2886.226
2706,2163.929
2707,2649.407
2708,2377.066
2709,2462.913
2710,1758.378
2711,2895.107
2712,3768.375
2713,1983.355
2714,3608.523
2715,3836.46
2716,5511.952
2717,3590.761
2718,3040.158
2719,2184.651
2720,1977.435
2721,5923.424
2722,5423.145
2723,2687.891
2724,5615.56
2725,2687.891
2726,1003.519
2727,2912.868
2728,1118.968
2729,3626.284
2730,1207.775
2731,2288.259
2732,8327.132
2733,2267.538
2734,4114.722
2735,6257.93
2736,10428.897
2737,7415.381
2738,5600.759
2739,0
2740,0
2741,0
2742,0
2743,1275.86
2744,2533.958
2745,3004.635
2746,5950.066
2747,4138.404
2748,1938.952
2749,2661.248
2750,0
2751,1234.417
2752,1340.985
2753,1264.019
2754,0
2755,5260.332
2756,6607.237
2757,0
2758,1462.355
2759,2326.742
2760,0
2761,4650.524
2762,1314.343
2763,4339.7
2764,0
2765,3558.199
2766,911.751
2767,0
2768,1163.371
2769,0
2770,2684.93
2771,3697.33
2772,2128.407
2773,1124.888
2774,4129.523
2775,2027.759
2776,3300.658
2777,3407.227
2778,2436.271
2779,4413.706
2780,5612.6
2781,3498.994
2782,1201.854
2783,1634.048
2784,1589.644
2785,1755.417
2786,3084.562
2787,535.802
2788,3013.516
2789,876.229
2790,3090.482
2791,2448.112
2792,4058.478
2793,950.234
2794,938.393
2795,624.609
2796,671.973
2797,3590.761
2798,3259.215
2799,701.575
2800,814.064
2801,864.388
2802,1151.53
2803,763.74
2804,1814.622
2805,1139.689
2806,1240.337
2807,1388.349
2808,2261.617
2809,1441.633
2810,0
2811,1518.599
2812,1311.383
2813,1625.167
2814,0
2815,0
2816,0
2817,1136.729
2818,837.746
2819,609.808
2820,482.518
2821,864.388
2822,911.751
2823,855.507
2824,1154.49
2825,1151.53
2826,763.74
2827,574.285
2828,822.944
2829,1059.763
2830,713.416
2831,1243.297
2832,621.649
2833,1107.127
2834,0
2835,873.268
2836,503.239
5555,57650.515
5556,12877.008
5557,19934.201
5558,0
5559,0
5560,0
5561,0
5562,24040.043
5563,0
5564,3223.692
5565,2181.691
5566,1089.365
5567,1364.667
5568,1637.008
5569,911.751
5570,3584.841
5571,0
5572,0
5573,2240.896
5574,1684.372
5575,1551.161
5576,3318.42
5577,1722.855
5578,2226.094
5579,0
5580,3404.267
5581,6178.004
5582,0
5583,0
5584,0
5585,1589.644
5586,1252.178
5587,849.587
5588,3013.516
5589,988.717
5590,899.91
5591,3836.46
5592,4153.205
5593,2610.924
5594,1950.793
5595,2196.492
5596,4617.962
5597,1163.371
5598,2495.475
5599,1056.803
5600,0
5601,4789.655
5602,1604.446
5603,2101.765
5604,2412.589
5605,1497.877
5606,1474.195
5607,1201.854
5608,944.314
5609,1838.304
5610,1346.905
5611,0
5612,1675.491
5613,828.865
5614,0
5615,0
5616,0
5617,0
5618,2270.498
5619,3265.136
5620,1204.814
5621,216.097
5622,0
5623,0
5624,0
5625,0
5626,3774.296
5627,3658.847
5628,0
5629,0
5630,0
5631,3037.198
5632,2764.857
5633,4120.643
5634,4239.052
5635,5017.593
5636,5070.877
5637,2726.374
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,2341.543
5645,0
5646,0
5647,0
5648,2770.777
5649,5038.315
5650,2723.413
5651,0
5652,2184.651
5653,0
5654,0
5655,0
5656,0
5657,7069.034
5658,2980.953
5659,0
5660,3593.721
5661,0
5662,0
5663,5748.77
5664,3004.635
5665,2365.225
5666,1518.599
5667,6391.141
5668,29581.597
5669,3860.142
5670,10428.897
5671,13306.242
5672,0
5673,8676.44
5674,5736.929
5675,4538.035
5676,0
5677,1506.758
5678,2445.151
5679,2382.987
5680,2075.123
5681,0
5682,0
5683,1906.389
5684,2273.458
5685,1083.445
5686,0
5687,0
5688,0
5689,0
5690,5289.934
5691,873.268
5692,1580.764
5693,1462.355
5694,2163.929
5695,2451.072
5696,5085.678
5697,1586.684
5698,2895.107
5699,3629.244
5700,0
5701,2163.929
5702,1900.469
5703,1358.746
5704,2646.447
5705,651.251
5706,1764.298
5707,781.501
5708,976.877
5709,9505.304
5710,6346.737
5711,3114.164
5712,6929.903
5713,2329.702
5714,2433.311
5715,2252.736
5716,2480.674
5717,1483.076
5718,2489.555
5719,3439.789
5720,0
5721,962.075
5722,612.768
5723,1787.98
5724,2048.48
5725,4239.052
5726,1861.986
5727,0
5728,0
5729,1711.014
5730,1474.195
5731,1998.156
5732,1838.304
5733,2631.646
5734,1432.752
5735,1524.519
5736,911.751
5737,2942.47
5738,0
5739,4742.291
5740,0
5741,0
5742,1580.764
5743,3288.818
5744,6980.227
5745,2459.953
5746,1065.683
5747,3975.591
5748,2385.947
5749,0
5750,0
5751,0
5752,0
5753,1234.417
5754,1056.803
5755,1412.031
5756,1127.848
5757,2690.851
5758,2948.391
5759,4422.586
5760,1190.013
5761,3863.103
5762,896.95
5763,562.444
5764,781.501
5765,0
5766,0
5767,2510.277
5768,3232.573
5769,2599.084
5770,831.825
5771,168.733
5772,0
5773,7415.381
5774,1802.781
5775,2229.055
5776,784.461
5777,402.592
5778,680.853
5779,343.387
5780,2530.998
5781,6391.141
5782,2190.572
5783,2237.935
5784,2966.152
5785,1915.27
5786,1142.649
5787,2380.026
5788,1560.042
5789,2229.055
5790,2344.504
5791,1237.377
5792,2332.663
5793,9002.065
5794,1364.667
5795,1974.475
5796,488.438
5797,3442.75
5798,4777.814
5799,1924.151
5800,3167.448
5801,1456.434
5802,2593.163
5803,1074.564
5804,959.115
5805,1074.564
5806,1441.633
5807,4082.16
5808,2755.976
5809,1406.11
5810,1414.991
5811,1808.702
5812,1542.281
5813,1506.758
5814,1015.36
5815,1607.406
5816,1500.838
5817,1580.764
5818,420.353
5819,2007.037
5820,2110.645
5821,4641.644
5822,1047.922
5823,2122.486
5824,861.427
5825,1160.411
5826,3513.795
5827,2001.117
5828,1216.655
5829,3164.488
5830,1912.31
5831,1713.974
5832,2424.43
5833,3664.767
5834,2554.68
5835,2338.583
5836,3433.869
5837,2566.521
5838,4440.348
5839,3315.46
5840,1938.952
5841,965.036
5842,1293.621
5843,1447.553
5844,2489.555
5845,1261.059
5846,589.086
5847,615.728
5848,1332.104
5849,5884.941
5850,5331.378
5851,5902.702
5852,3371.704
5853,4955.428
5854,12255.36
5855,7672.921
5856,4008.154
5857,1163.371
5858,4774.854
5859,1847.185
5860,3353.943
5861,1420.911
5862,7524.909
5863,6704.925
5864,1773.179
5865,4532.115
5866,6642.76
5867,5115.281
5868,2477.714
5869,2918.789
5870,1563.002
5871,0
5872,754.859
5873,855.507
5874,769.66
5875,1027.2
5876,1127.848
5877,0
5878,1426.832
5879,313.785
5880,1438.673
5881,1092.326
5882,0
5883,0
5884,1192.973
5885,1077.524
5886,988.717
5887,1320.263
5888,0
5889,1012.399
5890,1539.321
5891,1894.548
5892,920.632
5893,1438.673
5894,896.95
5895,1453.474
5896,962.075
5897,1145.61
5898,825.905
5899,1172.252
5900,2445.151
5901,1074.564
5902,1385.388
5903,2533.958
5904,796.302
5905,1258.099
5906,1838.304
5907,2613.885
5908,1548.201
5909,3649.966
5910,2664.209
5911,444.035
5912,802.223
5913,1722.855
5914,2489.555
5915,2658.288
5916,2175.77
5917,5023.513
5918,3863.103
5919,6630.919
5920,6411.862
5921,926.553
5922,1113.047
5923,825.905
5924,1509.718
5925,864.388
5926,568.365
5927,364.109
5928,710.456
5929,1133.769
5930,2649.407
5931,3596.682
5932,1713.974
5933,2501.396
5934,1145.61
5935,728.217
5936,1527.48
5937,0
5938,553.563
5939,269.381
5940,2048.48
5941,1699.173
5942,997.598
5943,2338.583
5944,1607.406
5945,1198.894
5946,1589.644
5947,1521.559
5948,1340.985
5949,1397.229
5950,1009.439
5951,550.603
5952,988.717
5953,497.319
5954,0
5955,0
5956,1044.962
5957,1429.792
5958,405.552
5959,737.098
5960,0
5961,583.166
5962,245.699
5963,902.871
5964,485.478
5965,559.484
5966,1124.888
5967,1118.968
5968,680.853
5969,0
5970,1015.36
5971,716.376
5972,370.029
5973,429.234
5974,1258.099
5975,0
5976,0
5977,1515.639
5978,0
5979,0
5980,0
5981,461.796
5982,1666.611
5983,589.086
5984,902.871
5985,870.308
5986,3274.016
5987,1693.253
5988,1290.661
5989,2128.407
5990,914.712
5991,1136.729
5992,2125.446
5993,858.467
5994,938.393
5995,1287.701
5996,5017.593
5997,1787.98
5998,0
5999,737.098
6000,0
6001,0
6002,2119.526
6003,2004.077
6004,1201.854
6005,1287.701
6006,1243.297
6007,2140.248
6008,2717.493
6009,0
6010,1669.571
6011,4369.302
6012,5778.373
6013,0
6014,5180.406
6015,3507.875
6016,1480.116
6017,1565.963
6018,1891.588
6019,9878.294
6020,2294.18
6021,6148.402
6022,10109.192
6023,4751.172
6024,1950.793
6025,4318.978
6026,3383.545
6408,1752.457
6409,1521.559
6410,1145.61
6411,1246.258
6412,0
6413,1447.553
6414,1210.735
6415,698.615
6416,660.132
6417,1210.735
6418,671.973
6419,1645.889
6420,1169.292
6421,1580.764
6422,399.631
6423,1651.809
6424,814.064
6425,0
6426,1187.053
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,3128.965
6434,775.581
6435,1047.922
6436,485.478
6437,589.086
6438,1725.815
6439,269.381
6440,574.285
6441,1178.172
6442,674.933
6443,328.586
6444,743.018
6445,547.643
6446,873.268
6447,1349.866
6448,891.03
6449,0
6450,2841.823
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,0
6462,0
6463,0
6464,0
6465,0
6466,0
6467,2063.282
6468,0
6469,0
6470,0
6471,0
6472,1850.145
6473,1897.509
